Packet_N GL GP  Date     Time    Lat         Long       Mil Spd Course 
00012097 10 08 02/12/11 09:12:52 5551.5938N 03746.2089E 062 071 311.1
00012098 08 05 02/12/11 19:57:05 5545.9164N 03739.2567E 103 065 142.4
00012098 09 08 02/12/11 09:12:57 5551.6298N 03746.1360E 063 071 311.7
00012099 07 06 02/12/11 19:57:10 5545.8854N 03739.2977E 103 060 142.5
00012099 10 08 02/12/11 09:13:02 5551.6668N 03746.0631E 063 074 312.9
00012100 08 06 02/12/11 19:57:15 5545.8472N 03739.3521E 103 052 146.4
00012100 10 08 02/12/11 09:13:07 5551.7041N 03745.9908E 063 073 312.2
00012101 07 06 02/12/11 19:57:17 5545.8335N 03739.3666E 103 056 156.1
00012101 10 08 02/12/11 09:13:12 5551.7421N 03745.9164E 063 074 311.7
00012102 08 06 02/12/11 19:57:21 5545.8002N 03739.3896E 103 065 163.2
00012102 10 08 02/12/11 09:13:17 5551.7797N 03745.8432E 063 075 312.6
00012103 07 07 02/12/11 19:57:25 5545.7624N 03739.4101E 103 066 165.4
00012103 10 08 02/12/11 09:13:22 5551.8174N 03745.7695E 063 076 312.0
00012104 07 06 02/12/11 19:57:30 5545.7134N 03739.4339E 103 067 171.2
00012104 09 06 02/12/11 09:13:27 5551.8556N 03745.6950E 063 074 312.8
00012105 05 06 02/12/11 19:57:35 5545.6596N 03739.4491E 103 075 176.6
00012105 08 07 02/12/11 09:13:33 5551.9001N 03745.6094E 063 072 313.3
00012106 07 06 02/12/11 19:57:40 5545.6029N 03739.4574E 103 078 176.1
00012106 10 08 02/12/11 09:13:38 5551.9382N 03745.5366E 063 074 312.9
00012107 09 06 02/12/11 19:57:45 5545.5472N 03739.4640E 104 073 178.2
00012107 10 08 02/12/11 09:13:43 5551.9766N 03745.4613E 063 077 312.2
00012108 07 07 02/12/11 19:57:46 5545.5366N 03739.4644E 104 070 180.5
00012108 09 08 02/12/11 09:13:48 5552.0154N 03745.3855E 064 076 312.7
00012109 07 07 02/12/11 19:57:51 5545.4938N 03739.4653E 104 072 180.4
00012109 10 08 02/12/11 09:13:53 5552.0545N 03745.3100E 064 078 313.8
00012110 09 08 02/12/11 19:57:53 5545.4598N 03739.4650E 104 078 182.2
00012110 10 08 02/12/11 09:13:58 5552.0953N 03745.2337E 064 079 313.0
00012111 10 07 02/12/11 09:14:03 5552.1359N 03745.1554E 064 081 311.9
00012112 10 08 02/12/11 09:14:08 5552.1778N 03745.0740E 064 083 312.0
00012113 10 08 02/12/11 09:14:13 5552.2208N 03744.9900E 064 085 312.5
00012114 10 08 02/12/11 09:14:18 5552.2643N 03744.9057E 064 086 312.4
00012115 10 08 02/12/11 09:14:23 5552.3088N 03744.8184E 064 090 312.1
00012116 09 08 02/12/11 09:14:28 5552.3548N 03744.7264E 064 093 311.9
00012117 09 08 02/12/11 09:14:33 5552.4002N 03744.6368E 065 086 311.5
00012120 09 08 02/12/11 09:14:53 5552.5682N 03744.3098E 065 081 312.3
00012121 10 07 02/12/11 09:14:58 5552.6107N 03744.2275E 065 086 313.1
00012122 07 08 02/12/11 09:15:03 5552.6541N 03744.1427E 065 085 312.4
00012123 10 08 02/12/11 09:15:08 5552.6967N 03744.0604E 065 081 312.6
00012124 10 08 02/12/11 09:15:13 5552.7378N 03743.9802E 065 080 312.7
00012125 10 08 02/12/11 09:15:18 5552.7787N 03743.9011E 066 082 312.0
00012126 10 08 02/12/11 09:15:23 5552.8185N 03743.8181E 066 079 309.0
00012127 10 07 02/12/11 09:15:29 5552.8629N 03743.7177E 066 079 310.1
00012128 10 08 02/12/11 09:15:34 5552.9017N 03743.6375E 066 079 311.4
00012129 10 08 02/12/11 09:15:39 5552.9421N 03743.5582E 066 080 312.4
00012130 06 06 02/12/11 19:59:36 5544.8473N 03739.1374E 105 064 280.9
00012130 10 06 02/12/11 09:15:44 5552.9831N 03743.4777E 066 082 312.5
00012131 06 05 02/12/11 19:59:43 5544.8627N 03739.0124E 105 066 288.8
00012131 10 08 02/12/11 09:15:49 5553.0253N 03743.3950E 066 084 312.4
00012132 08 06 02/12/11 19:59:51 5544.8881N 03738.8859E 105 057 288.2
00012132 10 08 02/12/11 09:15:54 5553.0676N 03743.3125E 066 082 312.4
00012133 06 05 02/12/11 19:59:56 5544.9007N 03738.8291E 105 028 316.6
00012134 04 05 02/12/11 19:59:58 5544.9082N 03738.8225E 105 032 359.1
00012135 04 05 02/12/11 20:00:03 5544.9326N 03738.8299E 105 022 042.4
00012136 03 05 02/12/11 20:00:04 5544.9348N 03738.8356E 105 030 070.3
00012137 05 04 02/12/11 20:00:14 5544.9469N 03738.9202E 105 016 079.6
00012138 05 04 02/12/11 20:00:15 5544.9469N 03738.9244E 105 011 102.7
00012139 06 06 02/12/11 20:00:20 5544.9470N 03738.9333E 105 003 095.1
00012140 07 06 02/12/11 20:00:25 5544.9504N 03738.9340E 105 000 032.0
00012204 10 05 02/12/11 20:19:36 5544.7625N 03739.0621E 107 000 133.2
00012205 09 05 02/12/11 20:20:36 5544.7602N 03739.0683E 107 000 175.8
00012206 09 07 02/12/11 20:21:36 5544.7607N 03739.0683E 107 000 224.4
00012207 10 07 02/12/11 20:22:36 5544.7624N 03739.0647E 107 000 206.0
00012208 07 05 02/12/11 20:23:36 5544.7657N 03739.0583E 107 000 145.8
00012209 07 04 02/12/11 20:24:36 5544.7664N 03739.0527E 107 000 194.0
00012210 07 05 02/12/11 20:25:37 5544.7665N 03739.0459E 107 000 152.3
00012211 07 05 02/12/11 20:26:37 5544.7698N 03739.0426E 107 000 166.3
00012212 07 06 02/12/11 20:27:37 5544.7713N 03739.0372E 107 000 092.3
00012213 08 06 02/12/11 20:28:37 5544.7720N 03739.0342E 107 000 225.8
00012214 07 07 02/12/11 20:29:37 5544.7713N 03739.0379E 107 000 141.5
00012215 07 05 02/12/11 20:30:37 5544.7719N 03739.0413E 107 000 043.6
00012216 07 07 02/12/11 20:31:37 5544.7691N 03739.0436E 107 000 072.4
00012217 09 07 02/12/11 20:32:37 5544.7695N 03739.0574E 107 000 300.1
00012218 07 06 02/12/11 20:33:37 5544.7694N 03739.0559E 107 000 100.0
00012219 09 06 02/12/11 20:34:37 5544.7657N 03739.0553E 107 000 185.0
00012220 07 05 02/12/11 20:35:37 5544.7632N 03739.0558E 107 000 116.2
00012221 09 05 02/12/11 20:36:37 5544.7638N 03739.0606E 107 000 288.2
00012222 07 07 02/12/11 20:37:37 5544.7646N 03739.0678E 107 000 040.0
00012223 06 06 02/12/11 20:38:38 5544.7647N 03739.0697E 107 000 097.2
00012224 07 07 02/12/11 20:39:38 5544.7650N 03739.0695E 107 000 108.8
00012225 08 06 02/12/11 20:40:38 5544.7650N 03739.0666E 107 000 063.0
00012226 07 07 02/12/11 20:41:38 5544.7653N 03739.0615E 107 000 072.3
00012227 07 06 02/12/11 20:42:38 5544.7663N 03739.0558E 107 000 328.6
00012228 06 05 02/12/11 20:43:38 5544.7657N 03739.0533E 107 000 033.5
00012229 06 06 02/12/11 20:44:38 5544.7652N 03739.0508E 107 000 228.5
00012230 07 05 02/12/11 20:45:38 5544.7637N 03739.0486E 107 000 219.4
00012231 06 05 02/12/11 20:46:38 5544.7620N 03739.0501E 107 000 110.4
00012232 06 05 02/12/11 20:47:38 5544.7596N 03739.0562E 107 000 181.8
00012233 06 06 02/12/11 20:48:38 5544.7598N 03739.0574E 107 000 112.3
00012234 08 05 02/12/11 20:49:38 5544.7586N 03739.0568E 107 000 141.9
00012235 08 07 02/12/11 20:50:38 5544.7585N 03739.0615E 107 000 128.3
00012236 07 05 02/12/11 20:51:38 5544.7591N 03739.0623E 107 000 041.6
00012237 06 05 02/12/11 20:52:39 5544.7614N 03739.0584E 107 000 179.1
00012238 06 04 02/12/11 20:53:39 5544.7627N 03739.0498E 107 000 341.5
00012239 08 04 02/12/11 20:54:39 5544.7627N 03739.0482E 107 000 145.9
00012240 05 04 02/12/11 20:55:39 5544.7624N 03739.0470E 107 000 296.7
00012241 07 04 02/12/11 20:56:39 5544.7633N 03739.0494E 107 000 184.1
00012242 07 06 02/12/11 20:57:39 5544.7643N 03739.0490E 107 000 262.8
00012243 07 05 02/12/11 20:58:39 5544.7656N 03739.0495E 107 000 293.9
00012244 08 04 02/12/11 20:59:39 5544.7670N 03739.0494E 107 000 089.4
00012245 07 05 02/12/11 21:00:39 5544.7660N 03739.0486E 107 000 062.6
00012246 07 04 02/12/11 21:01:39 5544.7682N 03739.0500E 107 000 276.2
00012247 06 04 02/12/11 21:02:39 5544.7688N 03739.0494E 107 000 083.6
00012248 06 03 02/12/11 21:03:39 5544.7685N 03739.0509E 107 000 265.1
00012249 06 05 02/12/11 21:04:39 5544.7660N 03739.0562E 107 000 100.0
00012250 06 04 02/12/11 21:05:39 5544.7644N 03739.0593E 107 000 314.3
00012251 08 06 02/12/11 21:06:40 5544.7612N 03739.0630E 107 000 206.6
00012252 08 06 02/12/11 21:07:40 5544.7601N 03739.0678E 107 000 090.2
00012253 07 06 02/12/11 21:08:40 5544.7609N 03739.0719E 107 000 127.7
00012254 05 05 02/12/11 21:09:40 5544.7619N 03739.0725E 107 000 164.4
00012255 08 06 02/12/11 21:10:40 5544.7671N 03739.0674E 107 000 228.1
00012256 08 05 02/12/11 21:11:40 5544.7691N 03739.0619E 107 000 064.4
00012257 05 05 02/12/11 21:12:40 5544.7734N 03739.0546E 107 000 124.0
00012258 06 04 02/12/11 21:13:40 5544.7747N 03739.0536E 107 000 052.5
00012259 07 06 02/12/11 21:14:40 5544.7756N 03739.0545E 107 000 149.5
00012260 08 04 02/12/11 21:15:40 5544.7750N 03739.0555E 107 000 286.7
00012261 07 04 02/12/11 21:16:40 5544.7740N 03739.0579E 107 000 248.7
00012262 06 06 02/12/11 21:17:40 5544.7727N 03739.0609E 107 000 014.2
00012263 06 05 02/12/11 21:18:40 5544.7720N 03739.0665E 107 000 088.8
00012264 09 05 02/12/11 21:19:40 5544.7715N 03739.0635E 107 000 184.4
00012265 08 05 02/12/11 21:20:41 5544.7699N 03739.0591E 107 000 137.6
00012266 07 03 02/12/11 21:21:41 5544.7682N 03739.0649E 107 000 317.1
00012267 08 03 02/12/11 21:22:41 5544.7656N 03739.0678E 107 000 068.0
00012268 07 04 02/12/11 21:23:41 5544.7657N 03739.0636E 107 000 037.5
00012269 06 06 02/12/11 21:24:41 5544.7673N 03739.0651E 107 000 269.4
00012270 07 04 02/12/11 21:25:41 5544.7659N 03739.0672E 107 000 123.4
00012271 08 05 02/12/11 21:26:41 5544.7657N 03739.0663E 107 000 131.7
00012272 07 05 02/12/11 21:27:41 5544.7667N 03739.0673E 107 000 110.6
00012273 09 04 02/12/11 21:28:41 5544.7681N 03739.0660E 107 000 014.5
00012274 09 06 02/12/11 21:29:41 5544.7675N 03739.0658E 107 000 163.1
00012275 08 06 02/12/11 21:30:41 5544.7675N 03739.0664E 107 000 169.1
00012276 08 05 02/12/11 21:31:41 5544.7676N 03739.0643E 107 000 183.7
00012277 08 05 02/12/11 21:32:41 5544.7676N 03739.0629E 107 000 296.3
00012278 07 05 02/12/11 21:33:42 5544.7656N 03739.0625E 107 000 275.2
00012279 07 04 02/12/11 21:34:42 5544.7643N 03739.0624E 107 000 340.6
00012280 08 05 02/12/11 21:35:42 5544.7654N 03739.0632E 107 000 125.8
00012281 07 07 02/12/11 21:36:42 5544.7656N 03739.0630E 107 000 227.3
00012282 07 04 02/12/11 21:37:42 5544.7655N 03739.0617E 107 000 326.9
00012283 06 06 02/12/11 21:38:42 5544.7666N 03739.0625E 107 000 188.9
00012284 07 06 02/12/11 21:39:42 5544.7681N 03739.0657E 107 000 084.7
00012285 07 06 02/12/11 21:40:42 5544.7692N 03739.0655E 107 000 304.9
00012286 07 05 02/12/11 21:41:42 5544.7705N 03739.0658E 107 000 120.1
00012287 07 06 02/12/11 21:42:42 5544.7708N 03739.0660E 107 000 064.7
00012288 05 04 02/12/11 21:43:42 5544.7715N 03739.0673E 107 000 266.0
00012289 08 04 02/12/11 21:44:42 5544.7707N 03739.0696E 107 000 348.0
00012290 09 04 02/12/11 21:45:42 5544.7705N 03739.0717E 107 000 050.7
00012291 06 04 02/12/11 21:46:43 5544.7694N 03739.0645E 107 000 339.9
00012292 07 06 02/12/11 21:47:43 5544.7691N 03739.0666E 107 000 255.8
00012293 07 04 02/12/11 21:48:43 5544.7673N 03739.0666E 107 000 108.1
00012294 06 04 02/12/11 21:49:43 5544.7666N 03739.0705E 107 000 115.8
00012295 05 05 02/12/11 21:50:43 5544.7653N 03739.0762E 107 000 268.8
00012296 06 06 02/12/11 21:51:43 5544.7646N 03739.0780E 107 000 237.6
00012297 06 04 02/12/11 21:52:43 5544.7644N 03739.0738E 107 000 146.4
00012298 06 04 02/12/11 21:53:43 5544.7651N 03739.0692E 107 000 270.7
00012385 06 05 02/12/11 09:37:21 5552.8167N 03735.3373E 079 002 184.7
00012386 06 04 02/12/11 09:37:26 5552.8153N 03735.3367E 079 000 046.1
00012387 08 05 02/12/11 09:37:32 5552.8159N 03735.3376E 079 000 053.6
00012388 06 06 02/12/11 09:37:37 5552.8172N 03735.3403E 079 000 340.2
00012390 06 05 02/12/11 09:37:47 5552.8148N 03735.3427E 079 000 153.2
00012391 07 05 02/12/11 09:38:16 5552.8148N 03735.3412E 079 000 225.1
00012392 07 05 02/12/11 09:39:16 5552.8187N 03735.3373E 079 000 185.2
00012393 07 05 02/12/11 09:40:17 5552.8206N 03735.3309E 079 000 181.3
00012394 08 03 02/12/11 09:41:17 5552.8244N 03735.3304E 079 000 197.1
00012395 06 05 02/12/11 09:42:17 5552.8278N 03735.3277E 079 000 189.7
00012396 06 05 02/12/11 09:43:17 5552.8248N 03735.3270E 079 000 155.2
00012397 07 05 02/12/11 09:44:17 5552.8213N 03735.3284E 079 000 177.2
00012398 06 05 02/12/11 09:45:17 5552.8214N 03735.3347E 079 000 175.0
00012399 06 05 02/12/11 09:46:17 5552.8127N 03735.3367E 079 001 184.3
00012400 06 03 02/12/11 09:46:20 5552.8127N 03735.3358E 079 001 004.7
00012401 05 05 02/12/11 09:46:25 5552.8140N 03735.3355E 079 000 009.5
00012402 04 05 02/12/11 09:46:30 5552.8151N 03735.3339E 079 000 144.6
00012403 05 04 02/12/11 09:46:36 5552.8149N 03735.3338E 079 000 150.8
00012404 04 05 02/12/11 09:46:41 5552.8150N 03735.3339E 079 000 144.9
00012405 04 05 02/12/11 09:46:46 5552.8154N 03735.3337E 079 000 014.0
00012406 07 04 02/12/11 09:46:51 5552.8176N 03735.3298E 079 003 187.3
00012407 05 04 02/12/11 09:46:56 5552.8173N 03735.3272E 079 003 206.1
00012408 05 05 02/12/11 09:47:01 5552.8147N 03735.3255E 079 007 223.8
00012409 07 03 02/12/11 09:47:05 5552.8105N 03735.3221E 079 015 179.1
00012410 03 04 02/12/11 09:47:08 5552.8060N 03735.3203E 079 010 195.2
00012411 04 00 02/12/11 09:47:09 5552.8060N 03735.3203E 079 010 195.2
00012412 03 01 02/12/11 09:47:10 5552.8060N 03735.3203E 079 010 195.2
00012413 02 03 02/12/11 09:47:11 5552.8000N 03735.3211E 079 007 233.0
00012414 04 02 02/12/11 09:47:12 5552.7990N 03735.3186E 079 017 260.9
00012415 04 02 02/12/11 09:47:13 5552.7985N 03735.3141E 079 023 277.4
00012418 05 04 02/12/11 09:47:26 5552.7993N 03735.2456E 079 010 252.4
00012419 07 05 02/12/11 09:47:31 5552.7984N 03735.2407E 079 000 059.4
00012420 08 06 02/12/11 09:47:36 5552.7983N 03735.2406E 079 000 221.8
00012421 08 06 02/12/11 09:47:41 5552.7984N 03735.2383E 079 001 290.8
00012422 06 06 02/12/11 09:47:44 5552.8015N 03735.2352E 079 015 005.9
00012423 05 05 02/12/11 09:47:49 5552.8199N 03735.2343E 079 034 000.2
00012424 07 06 02/12/11 09:47:54 5552.8477N 03735.2365E 079 038 360.0
00012425 06 06 02/12/11 09:47:59 5552.8755N 03735.2390E 079 033 000.3
00012426 06 05 02/12/11 09:48:04 5552.8987N 03735.2384E 079 036 001.8
00012427 06 06 02/12/11 09:48:09 5552.9282N 03735.2392E 079 039 001.4
00012428 06 06 02/12/11 09:48:14 5552.9617N 03735.2410E 079 044 000.3
00012429 07 06 02/12/11 09:48:19 5552.9917N 03735.2422E 079 028 001.1
00012430 06 06 02/12/11 09:48:24 5553.0066N 03735.2447E 079 013 010.0
00012431 07 05 02/12/11 09:48:29 5553.0215N 03735.2429E 080 019 000.6
00012432 06 05 02/12/11 09:48:34 5553.0400N 03735.2426E 080 035 001.3
00012433 07 07 02/12/11 09:48:39 5553.0723N 03735.2419E 080 048 359.6
00012434 05 06 02/12/11 09:48:44 5553.1054N 03735.2457E 080 041 000.2
00012435 06 05 02/12/11 09:48:49 5553.1346N 03735.2490E 080 041 001.0
00012436 08 06 02/12/11 09:48:55 5553.1700N 03735.2496E 080 033 000.1
00012436 08 06 02/12/11 09:48:55 5553.1700N 03735.2496E 080 033 000.9
00012437 08 04 02/12/11 09:49:00 5553.1924N 03735.2489E 080 026 004.5
00012438 04 05 02/12/11 09:49:05 5553.2092N 03735.2512E 080 010 005.7
00012439 08 06 02/12/11 09:49:10 5553.2133N 03735.2502E 080 003 026.2
00012440 05 05 02/12/11 09:49:15 5553.2137N 03735.2497E 080 000 358.5
00012441 07 04 02/12/11 09:49:20 5553.2195N 03735.2500E 080 007 009.0
00012442 07 05 02/12/11 09:49:25 5553.2231N 03735.2498E 080 003 007.2
00012443 06 04 02/12/11 09:49:27 5553.2246N 03735.2529E 080 015 075.6
00012444 07 06 02/12/11 09:49:32 5553.2253N 03735.2892E 080 034 089.3
00012445 06 05 02/12/11 09:49:37 5553.2255N 03735.3380E 080 039 090.5
00012446 07 04 02/12/11 09:49:42 5553.2250N 03735.3888E 080 031 086.9
00012449 08 05 02/12/11 09:50:11 5553.2188N 03735.5708E 080 035 091.6
00012450 07 05 02/12/11 09:50:16 5553.2169N 03735.6149E 080 031 099.7
00012451 09 06 02/12/11 09:50:21 5553.2140N 03735.6498E 080 017 102.2
00012452 06 05 02/12/11 09:50:26 5553.2107N 03735.6823E 080 028 103.0
00012453 07 05 02/12/11 09:50:31 5553.2026N 03735.7244E 080 035 112.4
00012455 06 06 02/12/11 09:50:42 5553.1804N 03735.7986E 080 024 117.0
00012456 08 06 02/12/11 09:50:52 5553.1702N 03735.8261E 080 006 125.0
00012457 06 06 02/12/11 09:51:02 5553.1527N 03735.8663E 081 015 133.5
00012458 08 06 02/12/11 09:51:12 5553.1231N 03735.9233E 081 030 136.1
00012459 06 05 02/12/11 09:51:22 5553.0949N 03735.9696E 081 036 137.1
00012460 06 05 02/12/11 09:51:27 5553.0773N 03735.9968E 081 018 139.7
00012461 08 05 02/12/11 09:51:32 5553.0721N 03736.0159E 081 026 137.0
00012462 08 05 02/12/11 09:51:37 5553.0552N 03736.0389E 081 025 140.0
00012463 06 05 02/12/11 09:51:42 5553.0430N 03736.0567E 081 024 140.5
00012464 06 06 02/12/11 09:51:47 5553.0266N 03736.0804E 081 026 141.5
00012465 07 06 02/12/11 09:51:52 5553.0133N 03736.1001E 081 017 139.1
00012466 08 06 02/12/11 09:51:57 5553.0071N 03736.1099E 081 006 136.5
00012467 08 05 02/12/11 09:52:02 5553.0019N 03736.1184E 081 012 144.1
00012468 09 05 02/12/11 09:52:07 5552.9935N 03736.1310E 081 011 136.1
00012469 08 05 02/12/11 09:52:12 5552.9869N 03736.1386E 081 012 146.3
00012470 09 07 02/12/11 09:52:17 5552.9837N 03736.1409E 081 000 191.2
00012471 09 07 02/12/11 09:52:17 5552.9833N 03736.1408E 081 000 355.9
00012472 09 04 02/12/11 09:52:24 5552.9828N 03736.1408E 081 000 300.3
00012473 09 05 02/12/11 09:52:29 5552.9826N 03736.1409E 081 000 195.9
00012474 10 05 02/12/11 09:52:35 5552.9823N 03736.1411E 081 000 113.5
00012475 10 06 02/12/11 09:52:41 5552.9821N 03736.1412E 081 000 280.9
00012476 08 05 02/12/11 09:52:46 5552.9818N 03736.1412E 081 000 283.3
00012477 10 06 02/12/11 09:52:51 5552.9819N 03736.1410E 081 000 356.6
00012478 09 06 02/12/11 09:52:56 5552.9816N 03736.1408E 081 000 213.1
00012479 10 06 02/12/11 09:53:01 5552.9814N 03736.1404E 081 000 187.4
00012480 09 05 02/12/11 09:53:06 5552.9812N 03736.1404E 081 000 354.8
00012481 10 06 02/12/11 09:53:11 5552.9807N 03736.1405E 081 000 200.8
00012482 06 05 02/12/11 09:53:16 5552.9794N 03736.1402E 081 001 128.0
00012483 08 05 02/12/11 09:53:19 5552.9760N 03736.1484E 081 017 127.3
00012484 08 06 02/12/11 09:53:21 5552.9732N 03736.1570E 081 017 100.3
00012485 09 06 02/12/11 09:53:23 5552.9735N 03736.1669E 081 021 072.0
00012486 07 06 02/12/11 09:53:25 5552.9772N 03736.1783E 081 026 051.8
00012487 09 06 02/12/11 09:53:30 5552.9903N 03736.2068E 081 027 050.0
00012488 10 06 02/12/11 09:53:35 5553.0051N 03736.2410E 081 031 050.5
00012489 07 06 02/12/11 09:53:40 5553.0177N 03736.2691E 081 023 052.3
00012490 09 06 02/12/11 09:53:45 5553.0280N 03736.2915E 081 014 049.8
00012491 08 07 02/12/11 09:53:50 5553.0321N 03736.3017E 081 004 075.8
00012492 08 05 02/12/11 09:53:55 5553.0350N 03736.3096E 081 015 054.4
00012493 08 07 02/12/11 09:54:00 5553.0430N 03736.3301E 081 028 052.0
00012494 07 07 02/12/11 09:54:05 5553.0563N 03736.3617E 081 030 051.8
00012495 08 06 02/12/11 09:54:10 5553.0676N 03736.3883E 081 024 053.6
00012496 07 04 02/12/11 09:54:15 5553.0808N 03736.4240E 081 042 052.4
00012497 05 04 02/12/11 09:54:20 5553.1000N 03736.4814E 081 050 053.0
00012498 06 05 02/12/11 09:54:25 5553.1238N 03736.5376E 081 052 051.9
00012499 08 04 02/12/11 09:54:31 5553.1541N 03736.6052E 081 053 052.3
00012500 05 04 02/12/11 09:54:36 5553.1775N 03736.6560E 082 043 050.3
00012501 08 05 02/12/11 09:54:41 5553.1907N 03736.6854E 082 018 052.8
00012502 06 03 02/12/11 09:54:46 5553.2036N 03736.7142E 082 039 050.3
00012503 05 04 02/12/11 09:54:51 5553.2247N 03736.7623E 082 054 052.2
00012504 05 05 02/12/11 09:54:56 5553.2482N 03736.8186E 082 048 053.1
00012505 05 04 02/12/11 09:55:01 5553.2668N 03736.8567E 082 024 056.7
00012506 05 05 02/12/11 09:55:06 5553.2750N 03736.8757E 082 020 053.2
00012507 06 04 02/12/11 09:55:11 5553.2877N 03736.9110E 082 035 052.5
00012508 06 03 02/12/11 09:55:16 5553.3042N 03736.9535E 082 045 053.5
00012509 05 04 02/12/11 09:55:21 5553.3261N 03737.0022E 082 048 052.4
00012510 05 04 02/12/11 09:55:26 5553.3464N 03737.0501E 082 043 053.5
00012511 06 04 02/12/11 09:55:31 5553.3653N 03737.0958E 082 040 053.1
00012512 07 04 02/12/11 09:55:36 5553.3859N 03737.1346E 082 032 052.9
00012513 07 06 02/12/11 09:55:42 5553.3991N 03737.1633E 082 012 050.1
00012514 06 05 02/12/11 09:55:47 5553.4052N 03737.1767E 082 022 055.1
00012515 07 03 02/12/11 09:55:52 5553.4123N 03737.1955E 082 013 056.2
00012516 07 03 02/12/11 09:55:57 5553.4181N 03737.2117E 082 017 054.0
00012517 07 04 02/12/11 09:56:02 5553.4239N 03737.2270E 082 007 056.4
00012518 06 04 02/12/11 09:56:07 5553.4249N 03737.2310E 082 001 265.9
00012519 07 05 02/12/11 09:56:12 5553.4247N 03737.2314E 082 000 212.3
00012520 07 05 02/12/11 09:56:17 5553.4248N 03737.2314E 082 000 132.5
00012521 07 06 02/12/11 09:56:22 5553.4250N 03737.2314E 082 000 163.3
00012522 07 06 02/12/11 09:56:27 5553.4250N 03737.2315E 082 000 202.4
00012523 07 05 02/12/11 09:56:32 5553.4247N 03737.2317E 082 000 166.2
00012524 07 06 02/12/11 09:56:37 5553.4245N 03737.2316E 082 000 165.1
00012525 07 05 02/12/11 09:56:42 5553.4245N 03737.2319E 082 000 067.8
00012526 07 05 02/12/11 09:56:47 5553.4251N 03737.2339E 082 001 304.4
00012527 07 05 02/12/11 09:56:53 5553.4248N 03737.2343E 082 000 345.1
00012528 07 05 02/12/11 09:56:58 5553.4248N 03737.2342E 082 000 047.0
00012529 05 06 02/12/11 09:57:03 5553.4289N 03737.2461E 082 020 060.5
00012530 05 04 02/12/11 09:57:08 5553.4365N 03737.2824E 082 035 078.9
00012531 06 06 02/12/11 09:57:12 5553.4374N 03737.3216E 082 039 099.1
00012532 07 06 02/12/11 09:57:16 5553.4302N 03737.3608E 082 039 117.3
00012533 07 06 02/12/11 09:57:21 5553.4162N 03737.4059E 082 036 115.9
00012534 05 05 02/12/11 09:57:26 5553.4050N 03737.4517E 082 044 110.5
00012535 06 06 02/12/11 09:57:31 5553.3957N 03737.5097E 083 045 103.2
00012536 06 06 02/12/11 09:57:36 5553.3881N 03737.5723E 083 050 101.5
00012537 07 07 02/12/11 09:57:41 5553.3826N 03737.6366E 083 043 096.8
00012538 07 07 02/12/11 09:57:46 5553.3792N 03737.6922E 083 042 095.9
00012539 08 06 02/12/11 09:57:51 5553.3762N 03737.7456E 083 041 095.5
00012540 08 07 02/12/11 09:57:56 5553.3726N 03737.7959E 083 037 099.3
00012541 09 07 02/12/11 09:58:01 5553.3679N 03737.8469E 083 040 101.6
00012542 09 07 02/12/11 09:58:06 5553.3621N 03737.9036E 083 042 098.8
00012543 06 05 02/12/11 09:58:11 5553.3573N 03737.9573E 083 042 099.4
00012544 09 06 02/12/11 09:58:16 5553.3512N 03738.0126E 083 037 100.5
00012545 06 06 02/12/11 09:58:21 5553.3450N 03738.0616E 083 037 100.6
00012546 08 07 02/12/11 09:58:27 5553.3416N 03738.1024E 083 010 103.7
00012547 09 06 02/12/11 09:58:32 5553.3414N 03738.1065E 083 001 296.5
00012548 09 07 02/12/11 09:58:37 5553.3416N 03738.1064E 083 000 044.4
00012549 08 07 02/12/11 09:58:42 5553.3416N 03738.1063E 083 000 207.6
00012550 05 03 02/12/11 09:58:47 5553.3415N 03738.1102E 083 002 101.2
00012551 09 07 02/12/11 09:58:52 5553.3375N 03738.1475E 083 041 100.6
00012552 08 07 02/12/11 09:58:57 5553.3308N 03738.2072E 083 049 100.2
00012553 08 07 02/12/11 09:59:02 5553.3242N 03738.2729E 083 048 099.7
00012554 08 07 02/12/11 09:59:07 5553.3175N 03738.3317E 083 041 100.2
00012555 09 07 02/12/11 09:59:12 5553.3137N 03738.3731E 083 020 102.7
00012556 07 07 02/12/11 09:59:17 5553.3121N 03738.3918E 083 005 097.4
00012557 06 06 02/12/11 09:59:22 5553.3118N 03738.3947E 083 001 065.3
00012558 06 04 02/12/11 09:59:27 5553.3098N 03738.4031E 083 021 102.4
00012559 08 07 02/12/11 09:59:33 5553.3041N 03738.4572E 084 045 100.7
00012560 08 07 02/12/11 09:59:38 5553.2972N 03738.5232E 084 050 101.1
00012561 07 07 02/12/11 09:59:43 5553.2908N 03738.5854E 084 043 099.2
00012562 08 06 02/12/11 09:59:48 5553.2859N 03738.6339E 084 027 100.2
00012563 07 07 02/12/11 09:59:53 5553.2832N 03738.6578E 084 012 099.9
00012564 07 05 02/12/11 09:59:58 5553.2822N 03738.6662E 084 003 108.9
00012565 08 06 02/12/11 10:00:03 5553.2821N 03738.6665E 084 000 144.2
00012566 07 07 02/12/11 10:00:08 5553.2821N 03738.6666E 084 000 113.3
00012567 07 07 02/12/11 10:00:13 5553.2821N 03738.6666E 084 000 056.8
00012568 07 07 02/12/11 10:00:18 5553.2823N 03738.6666E 084 000 294.9
